id_props,building_status,building_tax_expenses,id_deals,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
a0I2A00000XQGN7UAP,,,a0I2A00000XQGN7UAP,City-0488,,County-0172,N,TRUE,Market-0059,1,1,,100,,,Retail,Southwest,,,,4350,,
a0I2A00000XQGNCUA5,,,a0I2A00000XQGNCUA5,City-0157,,County-0188,N,FALSE,Market-0076,1,,,,,,Retail,West,,,,34975,0,2016
a0I2A00000XQGNDUA5,Under Construction,2013 Tax @ $152.18/Unit,a0I2A00000XQGNDUA5,City-1813,Class A,County-0562,N,FALSE,Market-0205,1,8,,,73.98,53535.35,Multi-Housing,West,5300000,7/30/2014,0.34,71639,99,2017
a0I2A00000XQGNEUA5,Existing,2016 Tax @ $5535.71/Unit; 2016 Ops @ $3811.14/Unit,a0I2A00000XQGNEUA5,City-1195,Class B,County-0385,N,TRUE,Market-0140,1,2,6,,,,Multi-Housing,West,,11/27/2013,7947,7248,7,1965
a0I2A00000XQGNFUA5,Existing,2016 Tax @ $1.25/sf,a0I2A00000XQGNFUA5,City-0177,Class A,County-0385,N,FALSE,Market-0140,1,11,300,98,72.37,,Medical Office Building,West,7300000,4/1/1993,0.63,100873,,1963
a0I2A00000XQGNGUA5,Under Construction,2013 Tax @ $0.06/sf,a0I2A00000XQGNGUA5,City-0376,Class A,County-0160,N,FALSE,Market-0047,1,3,34,0,21.85,,Office,Midwest,17500000,1/28/2016,0.7805,800856,,2015
a0I2A00000XQGNHUA5,Existing,2011 Tax @ $1.19/sf,a0I2A00000XQGNHUA5,City-1549,Class B,County-0385,N,FALSE,Market-0140,,1,381,76,,,Industrial,West,,5/21/1996,10.65,245734,,1979
a0I2A00000XQGNIUA5,,,a0I2A00000XQGNIUA5,City-1109,Class A,County-0139,N,FALSE,Market-0132,,,,90,,,Multi-Housing,West,,,,345616,288,1988
a0I2A00000XQGNJUA5,,,a0I2A00000XQGNJUA5,City-2250,,County-0221,N,FALSE,Market-0165,,,,,,,Retail,Northeast,,,,6000,,
a0I2A00000XQGNLUA5,Existing,2010 Tax @ $4.17/Unit,a0I2A00000XQGNLUA5,City-0446,Class B,County-0010,N,TRUE,Market-0179,14,3,564,90,204.83,200772.39,Multi-Housing,Mid-Atlantic,53807000,12/28/2016,45,262686,268,1999
a0I2A00000XQGNMUA5,,,a0I2A00000XQGNMUA5,City-2052,Class A,County-0185,N,FALSE,Market-0059,,,,96,,,Multi-Housing,Southwest,,,,323736,300,2003
a0I2A00000XQGNNUA5,Existing,2016 Tax @ $13548.7/Unit,a0I2A00000XQGNNUA5,City-1415,Class B,County-0452,N,FALSE,Market-0165,2,13,,95,1103.5,809615.38,Multi-Housing,Northeast,105250000,10/25/2016,0.772,95378,130,1989
a0I2A00000XQGNOUA5,Existing,2010 Tax @ $0.12/sf,a0I2A00000XQGNOUA5,City-0960,Class A,County-0403,N,TRUE,Market-0109,,4,80,100,,,Retail,Midwest,,,0.7231,47152,56,2012
a0I2A00000XQGNPUA5,,,a0I2A00000XQGNPUA5,City-1794,,County-0443,N,FALSE,Market-0206,1,1,,100,453.29,8200000,Retail,West,8200000,8/5/2015,,18090,1,1945
a0I2A00000XQGNQUA5,Existing,2016 Tax @ $1.93/sf,a0I2A00000XQGNQUA5,City-0303,Class A,County-0667,N,TRUE,Market-0179,1,2,125,95,134.45,,Office,Mid-Atlantic,4000000,2/27/2015,2.9826,29750,,2001
a0I2A00000XQGNRUA5,Existing,"2016 Tax @ $3.07/sf, 2012 Est Tax @ $3.64/sf; 2011 Ops @ $10.68/sf, 2012 Est Ops @ $10.47/sf",a0I2A00000XQGNRUA5,City-1291,Class A,County-0419,N,FALSE,Market-0151,2,5,,69,374.36,,Land,Southeast,48750000,7/15/2016,1,130222,0,1959
a0I2A00000XQGNSUA5,Existing,2016 Tax @ $2.09/sf; 2006 Combined Est Tax/Ops @ $0.25/sf,a0I2A00000XQGNSUA5,City-0223,Class A,County-0301,N,FALSE,Market-0232,,3,200,100,,,Office,Southeast,,,9.24,120543,,2000
a0I2A00000XQGNTUA5,Existing,"2012 Tax @ $373.64/Unit; 2011 Ops @ $2617.26/Unit, 2012 Est Ops @ $3757.20/Unit",a0I2A00000XQGNTUA5,City-1808,Class C,County-0053,N,FALSE,Market-0204,5,2,149,93,97.28,50694.44,Multi-Housing,Southwest,5475000,8/28/2015,3.909,56280,108,1983
a0I2A00000XQGNWUA5,Existing,"2016 Tax @ $3.11/sf, 2011 Est Tax @ $2.75/sf; 2015 Ops @ $8.73/sf",a0I2A00000XQGNWUA5,City-0546,Class A,County-0419,N,FALSE,Market-0151,3,4,545,96,258.96,,Office,Southeast,73750000,3/1/2016,9.3445,284798,,2001
a0I2A00000XQGNaUAP,Existing,2016 Tax @ $0.10/sf,a0I2A00000XQGNaUAP,City-1234,Class B,County-0147,N,TRUE,Market-0013,1,1,130,100,,,Industrial,Southeast,,,8.11,80040,1,1998
a0I2A00000XQGNbUAP,Existing,"2015 Tax @ $0.97/sf, 2011 Est Tax @ $1.54/sf; 2015 Ops @ $1.23/sf, 2011 Est Ops @ $0.66/sf",a0I2A00000XQGNbUAP,City-0502,Class B,County-0420,N,TRUE,Market-0165,1,1,92,100,,,Industrial,Northeast,,,18.49,52800,1,1985
a0I2A00000XQGNfUAP,Existing,2016 Tax @ $0.82/sf,a0I2A00000XQGNfUAP,City-0502,Class B,County-0420,N,TRUE,Market-0165,1,1,,100,36.37,2413616,Industrial,Northeast,2413616,1/5/2001,4.36,66360,1,1987
a0I2A00000XQGNgUAP,Existing,2016 Tax @ $0.88/sf,a0I2A00000XQGNgUAP,City-1971,Class A,County-0233,N,TRUE,Market-0106,1,1,125,100,,,Industrial,Southwest,,,10.1,54720,1,1998
a0I2A00000XQGNhUAP,Existing,2016 Tax @ $1103.01/Unit,a0I2A00000XQGNhUAP,City-0383,Class B,County-0562,N,FALSE,Market-0205,11,2,,94,177.95,174528.3,Multi-Housing,West,18500000,7/9/2015,4.18,103960,106,1974
a0I2A00000XQGNiUAP,Existing,2014 Tax @ $55.51/Unit; 2007 Ops @ $3327.43/Unit,a0I2A00000XQGNiUAP,City-0525,Class B,County-0185,N,FALSE,Market-0059,2,2,302,100,47.51,33928.57,Multi-Housing,Southwest,3800000,6/13/2011,3.801,79975,112,1978
a0I2A00000XQGNkUAP,Existing,"2016 Tax @ $1.09/sf, 2012 Est Tax @ $0.84/sf; 2010 Ops @ $1.32/sf, 2012 Est Ops @ $1.32/sf",a0I2A00000XQGNkUAP,City-1868,Class A,County-0343,N,TRUE,Market-0214,3,1,62,88,117.61,,Industrial,West,15250000,4/7/2005,2.645,129668,,1977
a0I2A00000XQGNlUAP,Existing,2015 Tax @ $2137.03/Unit,a0I2A00000XQGNlUAP,City-1465,Class A,County-0420,N,FALSE,Market-0032,11,3,430,93,,,Multi-Housing,Northeast,,,47.78,388660,406,2008
a0I2A00000XQGNmUAP,,,a0I2A00000XQGNmUAP,City-1956,,County-0668,N,FALSE,Market-0192,,,,,,,Industrial,West,,,,165044,,
a0I2A00000XQGNnUAP,Existing,2009 Tax @ $2.02/sf,a0I2A00000XQGNnUAP,City-0488,Class A,County-0172,N,FALSE,Market-0059,2,10,1150,78,45.16,,Office,Southwest,11800000,12/28/2009,4.83,261275,,1971
a0I2A00000XQGNoUAP,Existing,"2016 Tax @ $3.31/sf, 2013 Est Tax @ $3.13/sf; 2014 Ops @ $6.21/sf, 2013 Est Ops @ $5.97/sf",a0I2A00000XQGNoUAP,City-1715,Class A,County-0154,N,FALSE,Market-0059,2,3,1271,100,176.77,,Office,Southwest,54350000,9/4/2015,20.15,307468,,2001
a0I2A00000XQGNpUAP,,,a0I2A00000XQGNpUAP,City-0239,Class A,County-0010,N,TRUE,Market-0179,,,,25,,,Office,Mid-Atlantic,,,60,342000,,1985
a0I2A00000XQGNqUAP,Existing,2016 Tax @ $692.90/Unit,a0I2A00000XQGNqUAP,City-0488,Class B,County-0172,N,TRUE,Market-0059,21,2,350,95,47.54,38942.31,Multi-Housing,Southwest,8100000,9/29/2015,8.02,170384,208,1968
a0I2A00000XQGNrUAP,,,a0I2A00000XQGNrUAP,City-0926,,County-0304,N,TRUE,Market-0104,2,4,,,,,Hotel-Lodging,West,,,,,307,
a0I2A00000XQGNsUAP,Existing,2014 Tax @ $2.45/sf,a0I2A00000XQGNsUAP,City-0376,Class C,County-0160,N,FALSE,Market-0047,1,4,,80,165.02,,Office,Midwest,8000000,1/29/2016,0.327,45448,,1986
a0I2A00000XQGNuUAP,Existing,2014 Tax @ $2.30/sf,a0I2A00000XQGNuUAP,City-2073,Class B,County-0385,N,FALSE,Market-0140,,2,250,96,23.93,,Office,West,2550000,7/6/2016,4.9,106551,,1984
a0I2A00000XQGNwUAP,,,a0I2A00000XQGNwUAP,City-0252,Class A,County-0344,N,FALSE,Market-0165,,,,,,,Multi-Housing,Northeast,,,0,0,0,
a0I2A00000XQGNzUAP,,,a0I2A00000XQGNzUAP,City-0526,,County-0186,N,TRUE,Market-0065,,,,,,,Self-Storage,West,0,11/3/2014,,,,
a0I2A00000XQGO0UAP,Existing,2011 Tax @ $3.04/sf,a0I2A00000XQGO0UAP,City-1532,,County-0471,N,TRUE,Market-0171,,7,143,100,,,Hotel-Lodging,Southeast,,,2.0991,98499,124,2000
a0I2A00000XQGO1UAP,Existing,2011 Tax @ $1.64/sf; 2007 Ops @ $28.17/sf,a0I2A00000XQGO1UAP,City-1532,,County-0471,N,TRUE,Market-0171,,7,107,,,,Hotel-Lodging,Southeast,,,2.1,0,167,1999
a0I2A00000XQGO2UAP,Existing,2014 Tax @ $0.55/sf,a0I2A00000XQGO2UAP,City-0254,Class A,County-0661,N,TRUE,Market-0106,1,1,,100,194.97,,Industrial,Southwest,51100000,5/6/2015,32.03,262095,,1998
a0I2A00000XQGO3UAP,Existing,2016 Tax @ $3.36/sf; 2010 Ops @ $1.21/sf,a0I2A00000XQGO3UAP,City-0027,Class A,County-0154,N,FALSE,Market-0059,1,2,110,100,259.29,,Office,Southwest,6500000,12/12/2014,2,25068,,2002
a0I2A00000XQGO4UAP,Demolished,2007 Tax @ $2.52/sf,a0I2A00000XQGO4UAP,City-0137,,County-0301,N,FALSE,Market-0032,,1,2484,97,172.27,2426315.79,Retail,Northeast,46100000,3/26/2015,20.74,267601,19,1967
a0I2A00000XQGO9UAP,Existing,2016 Tax @ $2394.96/Unit,a0I2A00000XQGO9UAP,City-0090,Class B,County-0636,N,FALSE,Market-0016,10,3,408,,,,Multi-Housing,Southwest,,,11.498,187538,202,2000
a0I2A00000XQGOAUA5,,,a0I2A00000XQGOAUA5,City-0228,Class A,County-0471,N,FALSE,Market-0140,,5,,,,,Multi-Housing,West,,,2.9,180010,204,2015
a0I2A00000XQGOBUA5,,,a0I2A00000XQGOBUA5,City-1415,Class B,County-0452,N,FALSE,Market-0165,1,2,,,,,Retail,Northeast,,,0,53294,0,1967
a0I2A00000XQGOEUA5,Existing,2011 Tax @ $9.50/sf,a0I2A00000XQGOEUA5,City-1195,Class B,County-0385,N,FALSE,Market-0140,5,5,,72,311.08,,Office,West,84043636,1/21/2015,4.59,270169,,1979
a0I2A00000XQGOFUA5,Existing,2016 Tax @ $2134.57/Unit,a0I2A00000XQGOFUA5,City-0525,Class A,County-0185,N,FALSE,Market-0059,1,3,,,,,Multi-Housing,Southwest,,,1.249,36761,44,2014
a0I2A00000XQGOGUA5,Existing,2015 Tax @ $2.30/sf,a0I2A00000XQGOGUA5,City-0566,,County-0269,N,FALSE,Market-0013,2,1,500,100,,,Retail,Southeast,,,10,50977,,1995
a0I2A00000XQGOHUA5,Existing,2014 Tax @ $2.00/sf,a0I2A00000XQGOHUA5,City-2025,,County-0492,N,TRUE,Market-0214,1,1,110,100,125.25,,Retail,West,5600000,10/10/2016,3.6705,44711,,2004
a0I2A00000XQGOIUA5,,,a0I2A00000XQGOIUA5,City-0102,,County-0341,N,TRUE,Market-0017,1,1,,100,144.82,,Retail,West,7338325,3/30/2015,5.59999997,50672,,1997
a0I2A00000XQGOJUA5,Existing,2011 Tax @ $1.50/sf,a0I2A00000XQGOJUA5,City-1532,Class A,County-0471,Y,TRUE,Market-0171,1,3,498,53,458.27,,Office,Southeast,237000000,12/9/2014,1027,90558,,1999
a0I2A00000XQGOKUA5,,,a0I2A00000XQGOKUA5,City-0993,Class A,County-0310,N,TRUE,Market-0165,,,,,,,Multi-Housing,Northeast,55000000,6/26/2015,,,,
a0I2A00000XQGOLUA5,,,a0I2A00000XQGOLUA5,City-0615,,County-0010,N,TRUE,Market-0179,1,1,,100,,,Retail,Mid-Atlantic,,,2.96,5748,1,2014
a0I2A00000XQGOMUA5,,,a0I2A00000XQGOMUA5,City-0970,Class A,County-0172,N,TRUE,Market-0059,1,1,,100,526.05,,Industrial,Southwest,20810000,1/20/2015,3.61,39559,,2000
a0I2A00000XQGONUA5,,,a0I2A00000XQGONUA5,City-0802,Class B,County-0624,N,TRUE,Market-0059,,,,66,,,Industrial,Southwest,,,,80791,,1999
a0I2A00000XQGOOUA5,,,a0I2A00000XQGOOUA5,City-1808,,County-0053,N,FALSE,Market-0204,,1,,92,154.08,,Retail,Southwest,8125000,6/24/2015,4.55,52732,,1986
a0I2A00000XQGOPUA5,,,a0I2A00000XQGOPUA5,City-0070,,County-0624,N,FALSE,Market-0059,,,,100,,,Industrial,Southwest,,,,103500,,1973
a0I2A00000XQGOTUA5,Existing,2016 Tax @ $1.60/sf,a0I2A00000XQGOTUA5,City-1330,,County-0594,N,TRUE,Market-0214,1,1,,100,3380.09,,Retail,West,176416938,6/12/2015,4.33,52193,,1990
a0I2A00000XQGOUUA5,Existing,2015 Tax @ $2.19/sf,a0I2A00000XQGOUUA5,City-2225,,County-0136,N,TRUE,Market-0183,1,1,300,100,201.74,,Retail,West,10100000,4/29/2015,5.5,50065,,1998
a0I2A00000XQGOVUA5,,,a0I2A00000XQGOVUA5,City-0538,,County-0385,N,TRUE,Market-0140,1,1,,100,196.18,,Retail,West,6350610,3/27/2015,2.4,32371,,1970
a0I2A00000XQGOYUA5,Existing,2015 Tax @ $2.47/sf,a0I2A00000XQGOYUA5,City-2245,,County-0385,N,TRUE,Market-0140,1,1,120,100,249.92,,Retail,West,12556677,4/20/2015,4.62,50242,,1998
a0I2A00000XQGOZUA5,,,a0I2A00000XQGOZUA5,City-0101,,County-0029,Y,FALSE,Market-0031,1,1,,100,130.6,,Retail,West,2435000,8/23/2016,,48239,,2002
a0I2A00000XQGOaUAP,,,a0I2A00000XQGOaUAP,City-1627,,County-0154,N,TRUE,Market-0059,1,1,,100,499.74,,Other,Southwest,74999989.48,9/19/2016,19.9,150077,,2007
a0I2A00000XQGObUAP,Under Construction,,a0I2A00000XQGObUAP,City-0993,Class A,County-0310,N,FALSE,Market-0165,1,15,,,,,Multi-Housing,Northeast,,,0.57,135000,153,2018
a0I2A00000XQGOcUAP,,,a0I2A00000XQGOcUAP,City-2337,Class B,County-0101,N,FALSE,Market-0169,,,,100,,,Multi-Housing,Southwest,,,,418896,492,2006
a0I2A00000XQGOdUAP,,,a0I2A00000XQGOdUAP,City-0809,,County-0329,N,TRUE,Market-0147,,,,,164.68,,Retail,West,10000000,6/23/2016,,60725,,2002
a0I2A00000XQGOeUAP,,,a0I2A00000XQGOeUAP,City-0120,,County-0205,N,FALSE,Market-0020,3,,,95,138.21,221088.44,Multi-Housing,Southeast,32500000,1/30/2015,,235147,147,2013
a0I2A00000XQGOfUAP,Existing,2016 Tax @ $3.07/sf,a0I2A00000XQGOfUAP,City-0081,Class A,County-0239,N,FALSE,Market-0013,2,16,230,100,327.41,,Office,Southeast,260000000,10/16/2015,7.22,794110,,2002
a0I2A00000XQGOgUAP,Existing,2016 Tax @ $7.58/sf,a0I2A00000XQGOgUAP,City-0210,Class B,County-0613,Y,FALSE,Market-0032,,11,,,660.73,,Office,Northeast,,,0.4812,128646,,1960
a0I2A00000XQGOhUAP,Existing,2013 Tax @ $65.02/Unit,a0I2A00000XQGOhUAP,City-1164,Class A,County-0185,N,TRUE,Market-0059,58,2,,95,503.6,563942.31,Multi-Housing,Southwest,234600000,5/31/2016,14.1199,465850,416,2013
a0I2A00000XQGOnUAP,Existing,2010 Tax @ $36.24/sf,a0I2A00000XQGOnUAP,City-0936,,County-0284,N,FALSE,Market-0106,,1,30,100,156.03,,Retail,Southwest,46810000,1/7/2013,30.6988,300000,,2000
a0I2A00000XQGOtUAP,,,a0I2A00000XQGOtUAP,City-0659,Class B,County-0262,N,FALSE,Market-0063,,3,,,1006.1,110000,Multi-Housing,Midwest,9900000,2/28/2017,8.82,9840,90,1986
a0I2A00000XQGOuUAP,Existing,2014 Tax @ $5059.11/Unit,a0I2A00000XQGOuUAP,City-1195,Class A,County-0385,N,FALSE,Market-0140,1,4,,94,528.68,431506.85,Multi-Housing,West,63000000,4/10/2015,1.4793,119164,146,2010
a0I2A00000XQGOvUAP,,,a0I2A00000XQGOvUAP,City-1914,,County-0613,N,TRUE,Market-0165,,,,,,,Self-Storage,Northeast,,,,,516,
a0I2A00000XQGOwUAP,,,a0I2A00000XQGOwUAP,City-1813,Class A,County-0562,N,FALSE,Market-0205,,,,,,,Multi-Housing,West,,,0.92,214922,221,2016
a0I2A00000XQGOxUAP,,,a0I2A00000XQGOxUAP,City-2265,Class A,County-0059,N,TRUE,Market-0109,1,1,,,,,Industrial,Midwest,,,,599870,,2013
a0I2A00000XQGP2UAP,,,a0I2A00000XQGP2UAP,City-0753,Class B,County-0431,N,FALSE,Market-0245,3,1,,94,211.61,,Office,Mid-Atlantic,29400000,7/24/2015,12.7,138938,,1989
a0I2A00000XQGP3UAP,Existing,2016 Tax @ $5.81/sf,a0I2A00000XQGP3UAP,City-1815,Class B,County-0563,N,FALSE,Market-0206,1,3,33,100,484.83,,Office,West,18350000,10/8/2014,1.16,37848,,1963
a0I2A00000XQGP4UAP,Existing,2016 Tax @ $2.14/sf,a0I2A00000XQGP4UAP,City-1813,Class B,County-0562,N,TRUE,Market-0205,,3,4,100,500000,,Other,West,500000,9/10/1997,0.2296,1,,1910
a0I2A00000XQGP5UAP,Demolished,2012 Tax @ $0.37/sf,a0I2A00000XQGP5UAP,City-0488,Class A,County-0172,N,FALSE,Market-0059,1,15,600,100,220.83,222826.09,Office,Southwest,61500000,12/7/2015,2.71,278496,276,1971
a0I2A00000XQGP6UAP,Existing,"2015 Tax @ $1253.33/Unit, 2007 Est Tax @ $695.17/Unit; 2007 Est Ops @ $2314.40/Unit",a0I2A00000XQGP6UAP,City-0070,Class B,County-0624,N,FALSE,Market-0059,2,2,104,,,,Multi-Housing,Southwest,,4/30/2013,1.54,45180,58,1969
a0I2A00000XQGP7UAP,Existing,"2013 Tax @ $1.26/sf, 2016 Est Tax @ $1.39/sf",a0I2A00000XQGP7UAP,City-1604,,County-0490,N,FALSE,Market-0177,2,1,884,88,115.36,,Retail,Mid-Atlantic,25775000,8/23/2016,18.36,223434,,1989
a0I2A00000XQGP8UAP,Existing,"2011 Tax @ $1.76/sf, 2012 Est Tax @ $1.76/sf; 2011 Ops @ $0.29/sf, 2012 Est Ops @ $0.29/sf",a0I2A00000XQGP8UAP,City-0502,Class B,County-0420,N,TRUE,Market-0165,1,1,50,100,,,Industrial,Northeast,,,7.62,67200,1,1985
a0I2A00000XQGP9UAP,Existing,"2015 Tax @ $0.85/sf, 2012 Est Tax @ $1.37/sf; 2015 Ops @ $1.24/sf, 2012 Est Ops @ $0.78/sf",a0I2A00000XQGP9UAP,City-0502,Class B,County-0420,N,TRUE,Market-0165,1,1,25,100,,,Industrial,Northeast,,,10.8,43200,1,1986
a0I2A00000XQGPCUA5,,,a0I2A00000XQGPCUA5,City-0192,,County-0429,N,TRUE,Market-0029,1,,,,,,Multi-Housing,Midwest,,,,,66,
a0I2A00000XQGPDUA5,,,a0I2A00000XQGPDUA5,City-0219,Class B,County-0478,N,FALSE,Market-0248,,3,,,,,,Southeast,,,,57500,46,2006
a0I2A00000XQGPEUA5,Existing,2014 Tax @ $1.66/sf,a0I2A00000XQGPEUA5,City-1905,Class B,County-0651,N,TRUE,Market-0140,,2,1449,100,689.55,,Office,West,200000000,11/15/2013,43.5,290044,,1985
a0I2A00000XQGPHUA5,,,a0I2A00000XQGPHUA5,City-1290,Class A,County-0419,N,FALSE,Market-0151,6,3,,100,,,,Southeast,,,2,46230,39,2005
a0I2A00000XQGPIUA5,,,a0I2A00000XQGPIUA5,City-1519,Class A,County-0197,N,FALSE,Market-0170,1,4,,100,294.16,,Office,Midwest,47500000,3/28/2014,5.05,161475,,1989
a0I2A00000XQGPJUA5,Existing,2016 Tax @ $1.93/sf; 2012 Ops @ $2.35/sf,a0I2A00000XQGPJUA5,City-1532,,County-0471,N,TRUE,Market-0171,1,1,98,100,99.6,516666.67,Retail,Southeast,3100000,8/17/2012,3.1,31125,6,2003
a0I2A00000XQGPMUA5,,,a0I2A00000XQGPMUA5,City-2251,Class C,County-0326,N,TRUE,Market-0164,37,,,41,,,Multi-Housing,Southeast,,,,,452,
a0I2A00000XQGPNUA5,Existing,2015 Tax @ $1322.16/Unit,a0I2A00000XQGPNUA5,City-1195,Class C,County-0385,N,FALSE,Market-0140,1,2,8,,141.24,102272.73,Multi-Housing,West,2250000,11/14/2013,0.26,15930,22,1956
a0I2A00000XQGPOUA5,Existing,"2016 Tax @ $969.52/Unit, 2008 Est Tax @ $758.87/Unit; 2008 Est Ops @ $2443.84/Unit",a0I2A00000XQGPOUA5,City-1663,Class C,County-0436,N,FALSE,Market-0183,7,2,120,95,105.32,62433.33,Multi-Housing,West,5619000,11/13/2013,2.79,53352,90,1973
a0I2A00000XQGPPUA5,Existing,1998 Combined Tax/Ops @ $0.15/sf,a0I2A00000XQGPPUA5,City-1905,Class B,County-0651,N,TRUE,Market-0140,1,2,1148,100,275.47,,Office,West,57000000,8/14/2015,12.48,206917,,1990
a0I2A00000XQGPQUA5,Existing,2016 Tax @ $997.23/Unit,a0I2A00000XQGPQUA5,City-2192,Class B,County-0284,N,FALSE,Market-0106,16,2,289,,83.19,74000,Multi-Housing,Southwest,15540000,7/25/2014,11.68,186794,210,1984
a0I2A00000XQGPRUA5,Existing,2014 Tax @ $1.38/sf,a0I2A00000XQGPRUA5,City-0010,Class B,County-0385,N,TRUE,Market-0140,,2,288,100,307.26,,Office,West,27405500,7/24/2015,9.6102,89194,,1979
a0I2A00000XQGPSUA5,Existing,2015 Tax @ $2.27/sf,a0I2A00000XQGPSUA5,City-1098,Class B,County-0385,N,TRUE,Market-0140,1,2,700,100,56.54,,Office,West,5600000,7/20/2015,4.18,99037,,2002
a0I2A00000XQGPWUA5,Existing,2016 Tax @ $2402.33/Unit,a0I2A00000XQGPWUA5,City-1719,Class A,County-0233,N,TRUE,Market-0106,27,2,,96,117.06,105769.23,Multi-Housing,Southwest,33000000,12/20/2013,14.8,281908,312,2007
a0I2A00000XQGPXUA5,Existing,2016 Tax @ $1.39/sf,a0I2A00000XQGPXUA5,City-0661,Class B,County-0219,N,TRUE,Market-0245,1,5,173,57,5723.77,,Medical Office Building,Mid-Atlantic,303354090,11/25/2013,2.18,52999,,1965
a0I2A00000XQGPYUA5,Existing,2011 Tax @ $2391.80/Unit,a0I2A00000XQGPYUA5,City-1663,Class B,County-0436,N,FALSE,Market-0183,1,1,,95,580.97,456709.96,Multi-Housing,West,105500000,6/19/2014,0.92,181592,231,2008
a0I2A00000XQGPZUA5,Existing,,a0I2A00000XQGPZUA5,City-0070,Class A,County-0023,N,FALSE,Market-0245,1,16,,83,,,Multi-Housing,Mid-Atlantic,,,1.1478,213300,254,2014
a0I2A00000XQGPaUAP,,,a0I2A00000XQGPaUAP,City-0502,Class A,County-0431,N,FALSE,Market-0063,1,4,200,100,139.62,,Office,Midwest,10000000,2/28/2007,4.43,71624,,1993
a0I2A00000XQGPbUAP,Proposed,2008 Combined Tax/Ops @ $5.83/sf; 2007 Combined Est Tax/Ops @ $6.78/sf,a0I2A00000XQGPbUAP,City-0960,Class A,County-0403,N,FALSE,Market-0109,1,5,200,100,80.64,,Office,Midwest,8150000,8/1/2013,6.62,101069,,1987
a0I2A00000XQGPgUAP,Existing,2016 Tax @ $9.96/sf,a0I2A00000XQGPgUAP,City-1843,Class B,County-0385,N,FALSE,Market-0140,1,5,,40,763.87,,Office,West,20500000,12/24/2013,0.17,26837,,1993
a0I2A00000XQGPiUAP,Existing,2012 Tax @ $1.21/sf,a0I2A00000XQGPiUAP,City-1629,,County-0077,N,TRUE,Market-0151,,4,120,90,147.95,101307.19,Hotel-Lodging,Southeast,15500000,10/13/2016,4.4312,104763,153,1982
a0I2A00000XQGPjUAP,,,a0I2A00000XQGPjUAP,City-1287,,County-0172,N,FALSE,Market-0059,1,1,,100,,,Retail,Southwest,,,8.84,94096,,2002
a0I2A00000XQGPkUAP,Existing,2016 Tax @ $454.78/Unit; 2014 Ops @ $6015.03/Unit,a0I2A00000XQGPkUAP,City-0936,Class B,County-0284,N,FALSE,Market-0106,10,2,336,92,103.42,119263.46,Multi-Housing,Southwest,42100000,8/21/2014,4.26069,407074,353,1963
a0I2A00000XQGPlUAP,Existing,"2016 Tax @ $2.71/sf, 2009 Est Tax @ $1.76/sf",a0I2A00000XQGPlUAP,City-0310,,County-0471,N,FALSE,Market-0140,1,3,200,,293.66,167602.04,Hotel-Lodging,West,32850000,6/10/2014,1.53,111865,196,1992
a0I2A00000XQGPmUAP,Existing,2016 Tax @ $4.39/sf,a0I2A00000XQGPmUAP,City-0771,,County-0010,N,FALSE,Market-0179,1,1,125,94,217.64,,Retail,Mid-Atlantic,3850000,5/29/2014,3.5,17690,,2007
a0I2A00000XQGPnUAP,Existing,,a0I2A00000XQGPnUAP,City-1712,Class A,County-0219,N,FALSE,Market-0245,1,22,250,,,,Multi-Housing,Mid-Atlantic,,,0.6917,397220,448,2015
a0I2A00000XQGPoUAP,Existing,2015 Tax @ $1.46/sf; 2011 Ops @ $2.03/sf,a0I2A00000XQGPoUAP,City-0047,,County-0394,N,FALSE,Market-0109,,1,80,94,,,Retail,Midwest,,,1.41,38000,,1991
a0I2A00000XQGPpUAP,,,a0I2A00000XQGPpUAP,City-0460,Class B,County-0385,N,FALSE,Market-0140,,,,,,,,West,,,8.94,390231,113,1959
a0I2A00000XQGPqUAP,Existing,2015 Tax @ $421.86/Unit,a0I2A00000XQGPqUAP,City-0526,Class B,County-0186,N,FALSE,Market-0065,14,4,763,98,179.99,131205.67,Multi-Housing,West,74000000,12/1/2015,24,411129,564,1977
a0I2A00000XQGPrUAP,,,a0I2A00000XQGPrUAP,City-0629,,County-0126,N,TRUE,Market-0073,,,,92,,,Retail,Northeast,,,,98330,,1996
a0I2A00000XQGPsUAP,Existing,"2016 Tax @ $3188.89/Unit; 2013 Ops @ $4946.16/Unit, 2011 Est Ops @ $4093.05/Unit",a0I2A00000XQGPsUAP,City-0936,Class A,County-0284,N,FALSE,Market-0106,10,3,182,97,115.99,106603.77,Multi-Housing,Southwest,33900000,2/27/2014,10.85,292258,318,2004
a0I2A00000XQGPtUAP,Proposed,,a0I2A00000XQGPtUAP,City-0210,Class A,County-0613,N,FALSE,Market-0032,1,56,,0,,,Multi-Housing,Northeast,,,0,665500,120,1900
a0I2A00000XQGPuUAP,Existing,"2016 Tax @ $3.04/sf, 2003 Est Tax @ $1.03/sf",a0I2A00000XQGPuUAP,City-1207,Class B,County-0047,N,FALSE,Market-0165,8,1,100,100,103.26,,Industrial,Northeast,47500000,12/31/2013,9.7,460000,,1965
